cityName,jobName,salary,areaDistrict,jobDegree,experience
上海,python开发工程师,"[500, 600]",浦东新区,大专,"[5.0, 10.0]"
上海,python高级开发工程师,"[500, 533]",长宁区,大专,"[3.0, 5.0]"
上海,兼职python量化老师,"[133, 200]",虹口区,大专,"[3.0, 5.0]"
上海,Python,"[167, 333]",闵行区,本科,"[1.0, 3.0]"
上海,Python,"[500, 667]",静安区,大专,"[3.0, 5.0]"
上海,Python,"[500, 667]",静安区,本科,"[0, 0]"
上海,python自动化,"[300, 333]",静安区,学历不限,"[3.0, 5.0]"
上海,Python开发工程师,"[433, 600]",浦东新区,本科,"[0, 0]"
上海,Python后端开发工程师,"[667, 1333]",浦东新区,本科,"[1.0, 3.0]"
上海,Python开发工程师,"[333, 500]",浦东新区,大专,"[3.0, 5.0]"
上海,python开发后端,"[267, 433]",宝山区,大专,"[1.0, 3.0]"
上海,Python脚本开发工程师,"[333, 500]",闵行区,大专,"[3.0, 5.0]"
上海,爬虫软件开发实习生,"[133, 167]",浦东新区,硕士,"[0, 0]"
上海,对日python开发,"[267, 433]",徐汇区,学历不限,"[0, 0]"
上海,兼职Python（隐私计算）,"[333, 500]",长宁区,硕士,"[0, 0]"
上海,Python,"[333, 500]",嘉定区,本科,"[1.0, 3.0]"
上海,Python开发工程师,"[667, 1333]",杨浦区,本科,"[1.0, 3.0]"
上海,高级python开发工程师,"[833, 1333]",闵行区,本科,"[5.0, 10.0]"
上海,python 开发 （NLP方向）,"[400, 500]",杨浦区,本科,"[0, 1.0]"
上海,Python数据开发工程师,"[500, 833]",浦东新区,本科,"[1.0, 3.0]"
上海,python工程师,"[533, 1000]",静安区,本科,"[1.0, 3.0]"
上海,Consulting Software Engineer (Python),"[1000, 1333]",长宁区,本科,"[5.0, 10.0]"
上海,python开发（RPA）,"[300, 367]",浦东新区,本科,"[1.0, 3.0]"
上海,python研发工程师,"[600, 667]",宝山区,本科,"[1.0, 3.0]"
上海,python C＋＋少儿编程老师,"[367, 600]",青浦区,本科,"[3.0, 5.0]"
上海,Python工程师 · AIGC方向,"[400, 800]",黄浦区,本科,"[0, 1.0]"
上海,python开发,"[833, 1167]",浦东新区,本科,"[1.0, 3.0]"
上海,python高级开发工程师,"[133, 300]",浦东新区,本科,"[1.0, 3.0]"
上海,python后端开发,"[667, 833]",浦东新区,本科,"[1.0, 3.0]"
上海,python开发工程师,"[267, 433]",浦东新区,大专,"[1.0, 3.0]"
上海,python工程师,"[500, 667]",静安区,本科,"[0, 0]"
上海,Python 开发工程师,"[500, 1000]",杨浦区,本科,"[3.0, 5.0]"
上海,交易结算（python）,"[333, 500]",徐汇区,本科,"[1.0, 3.0]"
上海,Python,"[333, 500]",浦东新区,大专,"[1.0, 3.0]"
上海,Python开发工程师【外企/不加班】,"[600, 667]",浦东新区,本科,"[3.0, 5.0]"
上海,Python,"[367, 533]",闵行区,本科,"[1.0, 3.0]"
上海,高级爬虫工程师,"[667, 1000]",徐汇区,本科,"[3.0, 5.0]"
上海,Python 开发人员,"[333, 500]",浦东新区,本科,"[0, 0]"
上海,python开发工程师,"[300, 467]",闵行区,大专,"[1.0, 3.0]"
上海,python讲师,"[500, 667]",松江区,大专,"[3.0, 5.0]"
上海,python开发工程师,"[367, 733]",闵行区,大专,"[3.0, 5.0]"
上海,Python开发工程师,"[500, 1000]",浦东新区,本科,"[1.0, 3.0]"
上海,python讲师,"[367, 733]",虹口区,本科,"[1.0, 3.0]"
上海,Python,"[1000, 2000]",长宁区,本科,"[0, 0]"
上海,Python开发（AI经验 英文流利）,"[1000, 1333]",浦东新区,本科,"[3.0, 5.0]"
上海,Python web 开发工程师,"[400, 533]",浦东新区,本科,"[3.0, 5.0]"
上海,量化python工程师,"[467, 933]",虹口区,本科,"[1.0, 3.0]"
上海,python开发,"[567, 833]",长宁区,本科,"[3.0, 5.0]"
上海,Python工程师,"[500, 767]",徐汇区,本科,"[3.0, 5.0]"
上海,高级Python开发工程师,"[433, 767]",浦东新区,本科,"[3.0, 5.0]"
上海,Python工程师（大数据方向）,"[600, 933]",浦东新区,本科,"[5.0, 10.0]"
上海,Python開發工程師,"[333, 500]",松江区,本科,"[1.0, 3.0]"
上海,python开发工程师,"[400, 600]",闵行区,本科,"[3.0, 5.0]"
上海,Python Web高级开发工程师（全职或兼职）,"[333, 400]",浦东新区,本科,"[1.0, 3.0]"
